source,target
2,56438
2,56647
2,57087
2,57412
2,58515
2,58835
2,61104
2,61752
2,62301
2,62507
2,62558
2,62944
2,63244
2,63277
2,63957
2,64018
2,64740
2,64788
2,65059
2,65418
2,65522
2,65749
2,66113
2,66836
2,68196
2,68984
2,69165
2,69612
2,70037
2,70428
2,70922
2,71708
2,71722
2,72216
2,72581
2,72897
2,72970
2,73352
2,73487
2,73588
2,74296
2,74971
2,75493
2,76225
2,76450
2,76508
2,76749
2,76766
2,76953
2,76989
2,77707
2,78268
2,78878
2,79572
2,79940
2,79942
2,80501
2,80510
2,80962
2,81618
2,81866
2,83590
2,83661
2,83848
2,83874
2,83982
2,84073
2,84644
2,84780
2,85008
2,85152
2,86710
2,87290
2,88229
2,88232
2,89120
2,90102
2,90107
2,90533
2,90540
2,91008
2,91151
2,91617
2,92116
2,92433
2,93144
2,94431
2,94469
2,94883
2,95192
2,95371
2,95506
2,95655
2,95868
2,96550
2,96765
2,96845
2,96865
2,97044
2,97584
2,97876
2,98148
2,98196
3,395
3,508
3,659
3,1435
3,1791
3,1869
3,1967
3,2173
3,2425
3,3254
3,3638
3,4626
3,5351
3,6282
3,6899
3,7044
3,7767
3,9718
3,11300
3,12033
3,14364
3,15598
3,19024
3,20143
3,26957
3,30410
3,32146
3,35590
3,36782
3,38443
3,41512
3,41591
3,44639
3,45875
3,53076
3,54631
3,59030
3,62090
3,71754
3,76975
3,77627
3,82461
3,90041
3,94707
3,94953
3,96672
3,97857
3,98347
4,11
4,26
4,28
4,71
4,76
4,97
4,130
4,177
4,201
4,292
4,293
4,410
4,507
4,583
4,917
4,935
4,948
4,1338
4,1409
4,1905
4,2715
4,2756
4,2768
4,2876
4,3007
4,3205
4,3450
4,3560
4,3592
4,3982
4,4061
4,4101
4,4212
4,4264
4,4365
4,4376
4,4429
4,4739
4,4865
4,5309
4,5510
4,5626
4,5663
4,5826
4,5984
4,6486
4,6769
4,6802
4,7273
4,7446
4,7565
4,7798
4,8664
4,8728
4,9116
4,9130
4,9144
4,9593
4,9774
4,9964
4,10115
4,10199
4,10306
4,10501
4,10541
4,10965
4,11044
4,11436
4,11766
4,12029
4,12549
4,12562
4,12783
4,13335
4,13869
4,14503
4,15653
4,15685
4,16209
4,16529
4,16887
4,16961
4,17839
4,19914
4,20069
4,20075
4,21086
4,22232
4,22383
4,22541
4,22937
4,23550
4,23640
4,24156
4,24384
4,24499
4,24747
4,24956
4,24979
4,25076
4,25163
4,25166
4,25351
4,25916
4,27801
4,28762
4,29690
4,29903
4,30318
4,30950
4,31727
4,31850
4,32614
4,35094
4,36320
4,36673
4,38548
4,39737
4,40443
4,41058
4,42770
4,43876
4,44132
4,45546
4,46382
4,46522
4,46719
4,47100
4,47300
4,47910
4,48057
4,49719
4,49741
4,50842
4,52068
4,52797
4,53203
4,53889
4,55146
4,56272
4,57100
4,57288
4,58103
4,58210
4,58769
4,59159
4,61306
4,61809
4,62273
4,63542
4,64444
4,65613
4,65695
4,67483
4,68297
4,68914
4,69490
4,69825
4,69893
4,69967
4,70705
4,70822
4,74370
4,74780
4,75697
4,78965
4,80471
4,81438
4,82530
4,82900
4,85155
4,85389
4,86886
4,87750
4,93417
4,94615
4,95486
4,96969
4,97007
4,97156
5,6
5,17
5,65
5,116
5,182
5,466
5,531
5,1162
5,2075
5,2216
5,2532
5,2874
5,3670
5,5333
5,5380
5,5860
5,6080
5,6333
5,6680
5,7154
5,7463
5,7485
5,7614
5,8296
5,8723
5,9170
5,9383
5,9572
5,9617
5,10252
5,11576
5,13526
5,13915
5,16821
5,17078
5,17174
5,17893
5,19590
5,20734
5,21914
5,22388
5,23909
5,24334
5,24373
5,26865
5,28174
5,28861
5,31305
5,32062
5,32152
5,32255
5,33013
5,33559
5,34325
5,35127
5,35774
5,38205
5,39868
5,40737
5,40763
5,41686
5,45224
5,45668
5,45682
5,46518
5,54902
5,56134
5,59330
5,64632
5,66236
5,71351
5,71472
5,72414
5,72905
5,74955
5,75995
5,76864
5,79370
5,81265
5,82640
5,84358
5,84459
5,84830
5,87245
5,88227
5,92759
5,95227
5,98056
6,13
6,46
6,49
6,62
6,120
6,127
6,176
6,222
6,247
6,302
6,332
6,450
6,677
6,966
6,987
6,1074
6,1117
6,1158
6,1339
6,1710
6,1800
6,1918
6,1927
6,2090
6,2236
6,2241
6,2506
6,2638
6,2983
6,2988
6,3118
6,3157
6,3290
6,3372
6,4042
6,4322
6,4932
6,5414
6,5446
6,5872
6,5950
6,6877
6,8109
6,8909
6,8927
6,10294
6,10791
6,11108
6,11138
6,11917
6,11930
6,12828
6,13340
6,13354
6,13488
6,13746
6,13823
6,13906
6,14219
6,14573
6,14582
6,14855
6,15061
6,15453
6,15639
6,16277
6,16316
6,17188
6,17366
6,17386
6,18268
6,18938
6,19028
6,19279
6,19718
6,19773
6,20411
6,20819
6,20926
6,21727
6,21905
6,22053
6,22118
6,23036
6,23580
6,24562
6,24577
6,27617
6,27912
6,29311
6,29686
6,30127
6,30179
6,33009
6,33225
6,33259
6,33743
6,33985
6,34187
6,34327
6,34788
6,35408
6,36194
6,36419
6,38667
6,39329
6,39404
6,39636
6,39998
6,40106
6,40321
6,42293
6,43097
6,43339
6,44586
6,44871
6,45670
6,45698
6,47555
6,50905
6,51446
6,52124
6,53610
6,53713
6,54941
6,55600
6,56951
6,57134
6,57959
6,58430
6,58798
6,59792
6,60677
6,61459
6,61961
6,62017
6,62700
6,63253
6,63907
6,65392
6,65766
6,66097
6,66426
6,67880
6,68449
6,69719
6,70145
6,70329
6,72068
6,73404
6,74387
6,74404
6,74601
6,75460
6,76359
6,77609
6,78539
6,79267
6,79304
6,80426
6,81303
6,81889
6,82535
6,83646
6,85374
6,86200
6,86733
6,88458
6,88754
6,89127
6,89320
6,89410
6,91159
6,92174
6,92614
6,93357
6,94196
6,96756
6,97254
6,97419
6,98013
6,98390
6,98503
6,99250
7,10
7,12
7,34
7,48
7,88
7,110
7,370
7,390
7,505
7,552
7,560
7,807
7,1028
7,1040
7,1267
7,1782
7,1834
7,1863
7,2470
7,2540
7,2779
7,3412
7,3487
7,3493
7,3550
7,4431
7,4968
7,5532
7,5825
7,6285
7,7037
7,7192
7,7315
7,7337
7,7460
7,7791
7,7992
7,8300
7,8301
7,8348
7,8667
7,9271
7,11339
7,11961
7,12006
7,12103
7,12994
7,13894
7,14295
7,14322
7,15932
7,16395
7,16646
7,16921
7,17723
7,19066
7,19556
7,23085
7,23608
7,24921
7,25497
7,31150
7,33022
7,34214
7,35136
7,35365
7,35447
7,35503
7,35692
7,37184
7,37200
7,37271
7,38241
7,41093
7,42025
7,42212
7,42761
7,44329
7,44608
7,46500
7,49043
7,49960
7,50653
7,51779
7,54394
7,54427
7,57068
7,57735
7,58238
7,59084
7,64556
7,70375
7,70444
7,77695
7,79327
7,80334
7,82070
7,82267
7,82822
7,82974
7,82987
7,83374
7,83587
7,85445
7,89515
7,91299
7,95607
7,95780
8,9
8,14
8,18
8,20
8,24
8,25
8,44
8,107
8,113
8,114
8,154
8,164
8,189
8,208
8,262
8,267
8,288
8,301
8,340
8,365
8,448
8,733
8,742
8,744
8,775
8,780
8,798
8,845
8,866
8,1089
8,1099
8,1213
8,1243
8,1360
8,1630
8,1662
8,1711
8,1876
8,1904
8,2005
8,2032
8,2235
8,2769
8,2882
8,2917
8,3151
8,3158
8,3229
8,3418
8,3568
8,3589
8,3728
8,3797
8,3850
8,3934
8,3987
8,4289
8,4395
8,4481
8,4818
8,5148
8,5178
8,5418
8,5535
8,5704
8,5721
8,5858
8,5911
8,5958
8,6153
8,6513
8,6628
8,6655
8,6701
8,6739
8,7189
8,7588
8,7763
8,7794
8,7957
8,8787
8,8855
8,8950
8,8999
8,9180
8,9375
8,9511
8,9540
8,9710
8,10108
8,10210
8,10662
8,10982
8,11289
8,11519
8,11704
8,12629
8,12799
8,12839
8,12922
8,13464
8,13529
8,13683
8,13739
8,13774
8,14098
8,14133
8,14182
8,14324
8,14458
8,14580
8,14659
8,14901
8,15120
8,15302
8,15330
8,15526
8,15558
8,15841
8,16410
8,16835
8,17085
8,17087
8,17403
8,17692
8,17775
8,18217
8,18754
8,19091
8,19131
8,20206
8,20386
8,20633
8,21258
8,21487
8,21496
8,21772
8,21826
8,21846
8,22020
8,22181
8,22286
8,22902
8,23635
8,23998
8,24379
8,24765
8,24874
8,25242
8,25716
8,25740
8,25846
8,26147
8,26237
8,26334
8,26963
8,27696
8,27814
8,28824
8,29438
8,29582
8,29674
8,30433
8,30863
8,30871
8,31358
8,31676
8,31760
8,33065
8,34134
8,34185
8,34679
8,34933
8,35624
8,35682
8,35772
8,35779
8,35806
8,36395
8,37393
8,38019
8,38223
8,39200
8,41532
8,41790
8,42126
8,42600
8,42896
8,42982
8,43738
8,43906
8,44358
8,44661
8,44787
8,44944
8,45934
8,46771
8,47233
8,47323
8,47477
8,47943
8,50243
8,50790
8,51144
8,51992
8,52707
8,52731
8,52959
8,53010
8,54760
8,55392
8,55897
8,56025
8,56126
8,56256
8,56629
8,57605
8,58191
8,58770
8,58983
8,59554
8,59614
8,59942
8,60129
8,60370
8,60456
8,60638
8,61453
8,61690
8,62160
8,62421
8,62620
8,62658
8,63463
8,64429
8,64802
8,65141
8,65285
8,65441
8,65482
8,65556
8,65631
8,67031
8,67334
8,67827
8,68603
8,68799
8,69123
8,70171
8,71013
8,71993
8,72937
8,73711
8,74161
8,74207
8,74322
8,74642
8,74726
8,75170
8,76178
8,76683
8,76806
8,77472
8,78062
8,79672
8,80081
8,80421
8,80429
8,80763
8,80988
8,81436
8,81456
8,81611
8,81937
8,82149
8,82191
8,83143
8,83175
8,83178
8,83550
8,84134
8,84409
8,85244
8,85497
8,86734
8,87930
8,88925
8,89502
8,89815
8,91289
8,92127
8,92797
8,93555
8,93976
8,93993
8,95153
8,96303
8,97271
8,98912
8,99711
9,66
9,420
9,1366
9,2313
9,5806
9,12173
9,27499
9,29455
9,35464
9,40117
9,46838
9,50070
9,70726
9,81652
10,25424
11,27
11,30
11,205
11,285
11,522
11,584
11,787
11,1020
11,1137
11,1262
11,1503
11,2264
11,2296
11,3046
11,3738
11,5595
11,5935
11,7156
11,8431
11,8474
11,10437
11,10745
11,11216
11,13111
11,14722
11,15056
11,15949
11,17464
11,20108
11,20131
11,20522
11,22548
11,26139
11,27871
11,28811
11,31063
11,32730
11,32870
11,33083
11,36600
11,42004
11,42435
11,42572
11,44326
11,47926
11,47950
11,49247
11,49900
11,53748
11,57266
11,58063
11,58857
11,60798
11,66942
11,67035
11,67917
11,76092
11,78542
11,86386
11,89189
11,89752
11,90665
11,99731
12,33
12,53
12,63
12,68
12,77
12,83
12,95
12,121
12,125
12,183
12,233
12,248
12,277
12,310
12,342
12,398
12,411
12,611
12,797
12,817
12,986
12,1065
12,1201
12,1481
12,1483
12,1624
12,1777
12,1980
12,1981
12,2053
12,2746
12,2977
12,3000
12,3154
12,3193
12,4001
12,4875
12,5286
12,5299
12,6096
12,6254
12,6338
12,6569
12,6804
12,6847
12,7427
12,8423
12,8725
12,9246
12,9294
12,9788
12,10370
12,10504
12,10644
12,11964
12,12406
12,12633
12,12942
12,13743
12,13817
12,14245
12,14329
12,15175
12,15335
12,15938
12,16080
12,17233
12,17780
12,18255
12,18306
12,18330
12,18841
12,18984
12,19041
12,19539
12,19684
12,19778
12,20564
12,21650
12,21834
12,22384
12,22944
12,24007
12,24454
12,25824
12,26047
12,26659
12,26895
12,27641
12,28676
12,28826
12,29044
12,29128
12,31148
12,31526
12,32051
12,32283
12,32825
12,33034
12,33451
12,34621
12,34870
12,34981
12,35731
12,35863
12,37781
12,39144
12,41275
12,41810
12,42077
12,42895
12,43281
12,43739
12,45148
12,45984
12,47235
12,47358
12,47412
12,49044
12,49098
12,50032
12,51262
12,51269
12,51714
12,53108
12,54225
12,54565
12,55159
12,57275
12,57631
12,57929
12,58332
12,58736
12,60494
12,61446
12,63184
12,64946
12,70210
12,70651
12,71135
12,71471
12,73669
12,74111
12,75616
12,75890
12,76245
12,79488
12,79833
12,83392
12,83761
12,85195
12,86772
12,87672
12,87915
12,88733
12,88907
12,91266
12,91412
12,91587
12,91857
12,93937
12,94205
12,95102
12,96115
12,96785
12,96870
12,97230
12,98796
12,99626
12,99745
12,99929
13,22
13,37
13,39
13,119
13,122
13,140
13,171
13,172
13,230
13,254
13,258
13,274
13,291
13,320
13,419
13,562
13,636
13,650
13,654
13,728
13,740
13,755
13,784
13,846
13,854
13,861
13,872
13,890
13,1105
13,1217
13,1248
13,1317
13,1512
13,1825
13,1829
13,1985
13,2010
13,2116
13,2222
13,2434
13,2536
13,2542
13,2815
13,2823
13,2880
13,2892
13,2979
13,3161
13,3230
13,3496
13,3602
13,3820
13,3825
13,3962
13,4168
13,4257
13,4327
13,4435
13,4673
13,5140
13,5153
13,5314
13,5363
13,5633
13,5687
13,6012
13,6023
13,6341
13,6530
13,6644
13,6922
13,7267
13,7298
13,7333
13,7610
13,7643
13,7744
13,7824
13,8405
13,8705
13,8722
13,9267
13,9387
13,9501
13,9575
13,9751
13,9999
13,10255
13,10372
13,10506
13,10507
13,10780
13,10802
13,10827
13,10907
13,11560
13,11864
13,11951
13,12196
13,12505
13,12561
13,13007
13,13215
13,13974
13,14423
13,14529
13,14884
13,14985
13,15148
13,15251
13,16047
13,16470
13,16849
13,16864
13,16867
13,17320
13,17619
13,17693
13,18025
13,18155
13,18705
13,18819
13,18825
13,19070
13,19288
13,19289
13,19909
13,20061
13,20126
13,20155
13,20263
13,20525
13,20864
13,20865
13,20920
13,21104
13,21458
13,21644
13,21647
13,21784
13,22113
13,22267
13,22432
13,22462
13,22889
13,23052
13,23359
13,23820
13,24169
13,24548
13,24557
13,24739
13,25331
13,26048
13,26582
13,27171
13,27510
13,27702
13,27764
13,28658
13,29564
13,29872
13,29975
13,30845
13,31798
13,31909
13,32438
13,32789
13,33380
13,33760
13,34298
13,34786
13,35010
13,35319
13,35391
13,35414
13,35713
13,35798
13,36536
13,37400
13,37403
13,37539
13,37754
13,37946
13,39094
13,39216
13,40616
13,40982
13,41095
13,41384
13,41553
13,41706
13,42716
13,43004
13,44167
13,44511
13,45120
13,45252
13,45323
13,45539
13,45843
13,46882
13,48449
13,48625
13,49961
13,50149
13,50454
13,50538
13,50969
13,51392
13,51711
13,52143
13,52203
13,53038
13,53278
13,53297
13,53661
13,54252
13,54441
13,54445
13,54917
13,54966
13,55380
13,55961
13,56249
13,56409
13,56456
13,56858
13,57096
13,57520
13,58197
13,58763
13,59478
13,60358
13,61099
13,61999
13,63257
13,63328
13,64333
13,64351
13,64882
13,66100
13,66182
13,66209
13,66542
13,66901
13,66949
13,67059
13,67192
13,67211
13,67625
13,68642
13,68691
13,68902
13,68987
13,69014
13,70060
13,70763
13,70927
13,70950
13,71384
13,71778
13,71931
13,71990
13,72836
13,73238
13,73976
13,74610
13,75029
13,75146
13,76515
13,76629
13,77157
13,77292
13,77417
13,78629
13,79611
13,80146
13,81630
13,81676
13,81738
13,81973
13,82579
13,82761
13,83526
13,83760
13,83782
13,84046
13,86993
13,87219
13,88377
13,89152
13,89311
13,89683
13,90055
13,90087
13,92553
13,94606
13,95264
13,97259
13,97321
13,97789
13,98715
13,99937
13,99998
14,31
14,47
14,58
14,92
14,266
14,282
14,298
14,323
14,367
14,404
14,523
14,623
14,697
14,734
14,893
14,1056
14,1101
14,1218
14,1237
14,1293
14,1347
14,1938
14,2148
14,2382
14,2397
14,2721
14,2767
14,2925
14,2952
14,3458
14,4315
14,4792
14,4901
14,5702
14,5723
14,5823
14,5854
14,6685
14,7152
14,7656
14,7694
14,7828
14,9303
14,9315
14,9605
14,9697
14,9954
14,10707
14,10872
14,10897
14,11127
14,11664
14,12352
14,12462
14,12556
14,12948
14,13172
14,13384
14,13660
14,13883
14,13900
14,15106
14,15830
14,16124
14,16342
14,16601
14,17378
14,17608
14,18249
14,18377
14,18447
14,18497
14,18701
14,18821
14,19281
14,19657
14,19883
14,20619
14,22682
14,22858
14,22921
14,23217
14,23408
14,23762
14,25889
14,26811
14,27663
14,28603
14,28892
14,28965
14,29208
14,29213
14,29357
14,30496
14,32049
14,32755
14,33183
14,33216
14,33579
14,34765
14,35025
14,35314
14,35486
14,36048
14,37087
14,37186
14,37519
14,37535
14,38254
14,38616
14,40042
14,40211
14,40521
14,40802
14,41044
14,41519
14,42142
14,42659
14,43704
14,45591
14,45727
14,47725
14,50105
14,51215
14,52829
14,53460
14,54420
14,54455
14,55786
14,56143
14,57388
14,59324
14,59629
14,59808
14,59932
14,60216
14,63158
14,63496
14,63563
14,65504
14,67614
14,67940
14,68832
14,69003
14,69086
14,69147
14,70794
14,71812
14,72368
14,73634
14,74748
14,75062
14,77067
14,79487
14,79812
14,80474
14,82207
14,86452
14,86989
14,87078
14,87271
14,87469
14,88107
14,89042
14,89731
14,90273
14,90312
14,92081
14,92423
14,94265
14,94328
14,96572
14,97758
14,98974
14,99558
15,145
15,272
15,394
15,540
15,593
15,786
15,949
15,1000
15,1027
15,1119
15,1325
15,1345
15,1381
15,1474
15,1739
15,1856
15,2338
15,2563
15,2621
15,2945
15,3246
15,3274
15,3382
15,3538
15,3619
15,3911
15,3989
15,4604
15,4696
15,4720
15,5127
15,5289
15,5671
15,5889
15,6048
15,6144
15,6589
15,6624
15,7269
15,7681
15,8486
15,8610
15,9205
15,9377
15,10863
15,11615
15,11676
15,12066
15,12862
15,13995
15,14669
15,15115
15,15784
15,16537
15,16841
15,16888
15,17268
15,17744
15,17955
15,19115
15,19933
15,22775
15,23002
15,23919
15,25693
15,27746
15,29576
15,29824
15,34557
15,34797
15,34853
15,37881
15,38771
15,41110
15,42347
15,43192
15,43212
15,45192
15,46376
15,46462
15,47302
15,47625
15,48596
15,50283
15,50510
15,50607
15,54397
15,54452
15,55375
15,58157
15,63117
15,65472
15,71370
15,71949
15,72005
15,73010
15,78925
15,79466
15,81340
15,83737
15,85630
15,88830
15,91042
15,91715
15,92588
15,93714
15,93739
15,96614
15,97026
16,55
16,155
16,238
16,339
16,526
16,618
16,804
16,889
16,1092
16,1459
16,1691
16,2255
16,2357
16,2472
16,2487
16,4045
16,4361
16,4383
16,4501
16,6461
16,6518
16,6584
16,6705
16,7045
16,7834
16,8098
16,8356
16,8489
16,8776
16,8856
16,8984
16,9085
16,9186
16,9280
16,10766
16,11871
16,12485
16,12822
16,13439
16,14305
16,15002
16,15022
16,15263
16,15757
16,18262
16,18467
16,20296
16,20299
16,20441
16,22777
16,23294
16,24043
16,24124
16,29266
16,30057
16,30492
16,30566
16,31947
16,32050
16,32405
16,33627
16,34145
16,35043
16,35338
16,35994
16,38062
16,38655
16,42290
16,43219
16,43754
16,44015
16,44402
16,44794
16,50753
16,53427
16,53864
16,54860
16,55172
16,58062
16,58184
16,58715
16,59567
16,63613
16,63780
16,66990
16,67018
16,70455
16,72336
16,72990
16,74389
16,74679
16,75242
16,75753
16,78585
16,79168
16,79994
16,80699
16,80868
16,84444
16,85094
16,87018
16,92786
16,92951
16,93238
16,93385
16,94246
16,94822
16,97108
16,98070
17,19
17,38
17,60
17,94
17,239
17,358
17,402
17,412
17,679
17,848
17,934
17,1263
17,1295
17,1565
17,1846
17,2114
17,2782
17,3231
17,3483
17,3685
17,4209
17,4250
17,4622
17,4841
17,5066
17,6387
17,6590
17,6656
17,6795
17,8152
17,8926
17,8965
17,10283
17,10405
17,11140
17,12346
17,13178
17,13325
17,14070
17,16077
17,18309
17,20040
17,20245
17,21929
17,22635
17,23000
17,23193
17,23473
17,23597
17,23666
17,24352
17,25175
17,25616
17,26637
17,27997
17,29247
17,32278
17,32992
17,33400
17,33718
17,35545
17,36402
17,40809
17,41914
17,44366
17,44666
17,46049
17,46081
17,50351
17,50410
17,50943
17,59635
17,61622
17,63793
17,65274
17,66474
17,68546
17,69466
17,69715
17,73995
17,82706
17,88539
17,90657
17,94049
17,95104
17,97462
17,98201
17,98227
17,98341
17,98767
18,32
18,217
18,312
18,460
18,1187
18,1871
18,2682
18,3220
18,3679
18,3959
18,4024
18,4392
18,4399
18,5214
18,5527
18,6262
18,6931
18,7641
18,8117
18,8447
18,8769
18,9691
18,10374
18,10887
18,13095
18,13286
18,13358
18,13992
18,15340
18,15990
18,16086
18,16531
18,16581
18,17176
18,20060
18,23260
18,23871
18,23941
18,24309
18,25271
18,29458
18,29778
18,30275
18,31121
18,32475
18,35231
18,37692
18,38454
18,41474
18,42712
18,43311
18,44481
18,44845
18,46080
18,47297
18,48871
18,52839
18,53417
18,54731
18,56407
18,57621
18,58389
18,59957
18,60590
18,68873
18,71924
18,72909
18,79464
18,79919
18,80990
18,81169
18,81929
18,85150
18,85643
18,91867
18,97521
18,99288
19,41
19,74
19,80
19,104
19,284
19,341
19,364
19,753
19,1299
19,1406
19,1553
19,1566
19,2068
19,2110
19,4492
19,4513
19,5201
19,5421
19,5538
19,5641
19,6997
19,8180
19,8612
19,9417
19,9608
19,11829
19,12818
19,13462
19,13571
19,13866
19,14457
19,14665
19,15484
19,15825
19,16527
19,19456
19,19923
19,20038
19,21047
19,21621
19,21879
19,23727
19,25663
19,26241
19,28107
19,28522
19,28639
19,30334
19,30773
19,30928
19,31796
19,32688
19,33203
19,33770
19,38738
19,39443
19,43043
19,43859
19,45999
19,46042
19,48842
19,49035
19,52015
19,54231
19,57736
19,58664
19,62805
19,63620
19,63918
19,72480
19,77046
19,78128
19,78320
19,80488
19,83371
19,87512
19,90002
19,92572
19,93702
19,94275
19,95492
20,21
20,72
20,87
20,225
20,325
20,691
20,782
20,1003
20,1157
20,1654
20,1730
20,2510
20,2998
20,3120
20,3898
20,4140
20,4253
20,4296
20,4336
20,4388
20,4391
20,4603
20,5098
20,5199
20,5652
20,6232
20,6292
20,6648
20,7489
20,7632
20,9430
20,9556
20,10864
20,10875
20,11228
20,11256
20,12375
20,13072
20,13124
20,14365
20,15846
20,16329
20,17855
20,19216
20,22496
20,23364
20,23605
20,24078
20,26717
20,26722
20,28146
20,28937
20,29776
20,31042
20,31595
20,31897
20,32893
20,33045
20,33580
20,33647
20,33721
20,34466
20,34502
20,34603
20,34952
20,37103
20,37923
20,38436
20,38889
20,40356
20,43418
20,45942
20,46497
20,47329
20,48304
20,49392
20,50855
20,54072
20,54672
20,56486
20,56559
20,61117
20,61810
20,62217
20,63021
20,64719
20,65088
20,67957
20,68382
20,71497
20,72498
20,79270
20,83959
20,84145
20,84778
20,86284
20,86464
20,89323
20,91044
20,92309
20,93577
20,96035
20,96442
20,97160
20,98946
20,99292
21,64
21,261
21,362
21,640
21,1190
21,4519
21,5149
21,6065
21,6113
21,6626
21,8821
21,9312
21,9520
21,10699
21,11620
21,12672
21,13693
21,14731
21,15117
21,15364
21,16121
21,17243
21,17407
21,17793
21,18044
21,18061
21,20885
21,22347
21,28751
21,32937
21,33230
21,41640
21,42627
21,43467
21,52214
21,53571
21,56852
21,57370
21,62170
21,68626
21,73443
21,77363
21,78607
21,78682
21,82812
21,83925
21,85254
21,85639
21,87954
21,94582
22,216
22,1264
22,2078
22,4588
22,4780
22,4847
22,6149
22,6443
22,6497
22,7286
22,9083
22,12443
22,16328
22,17064
22,21983
22,22117
22,22254
22,24353
22,25041
22,29219
22,30985
22,31185
22,32153
22,35216
22,37169
22,38244
22,38339
22,40205
22,50319
22,50919
22,51276
22,52966
22,54574
22,56217
22,60466
22,61449
22,67913
22,68487
22,69543
22,73672
22,74977
22,81402
22,86925
22,87368
22,98672
23,103
23,115
23,160
23,173
23,773
23,892
23,923
23,1770
23,1790
23,2037
23,2505
23,3298
23,3905
23,9366
23,9700
23,11816
23,12686
23,13360
23,14514
23,15652
23,16442
23,16716
23,17570
23,18302
23,23652
23,25232
23,30260
23,30444
23,31669
23,32067
23,33387
23,36612
23,39056
23,39211
23,39512
23,43635
23,44252
23,44476
23,45498
23,47542
23,47559
23,49676
23,51357
23,54322
23,57669
23,60942
23,61847
23,62107
23,64551
23,65605
23,68179
23,73066
23,77680
23,78593
23,79356
23,80239
23,81535
23,86650
23,87714
23,88226
23,89247
23,94074
23,98552
23,99082
24,535
24,750
24,852
24,2533
24,3947
24,7611
24,9616
24,15001
24,15267
24,19260
24,19669
24,21110
24,22527
24,22695
24,22772
24,25263
24,25574
24,26039
24,26631
24,28367
24,29405
